the extracted feature,class
"[-104.0679      162.79941     -49.116295     14.111315      5.2098694
  -11.354818    -24.52677      -5.97781     -22.196121     -0.63931453
   -4.4669833    -6.1949058    10.310253     -0.7733392    -6.0149493
    5.7885127    -6.1854       -2.335707    -12.68305      -9.038612
   -2.4084685    -2.2376738   -10.587359      0.61265886    6.3404145
   -9.8466625   -14.265437     -7.674642     -7.359185     -0.65831214
   -3.2221885     2.448993      1.2135537     6.0834484    -1.7613225
    5.7874265    -3.516914     -1.0117297     2.1182077     1.3135513 ]",dkanada
"[-92.704094   156.64923    -51.572525     8.904303    -0.32947075
 -12.404796   -25.779892    -7.2421036  -25.841873    -0.9253496
  -3.4772918   -9.433087     3.6164165    4.025107    -2.8344305
  -1.2359726   -7.1436357    2.1079092  -11.510658   -10.455844
  -0.6948579   -6.893557    -5.0262628    4.676662     3.9378586
  -3.8762121   -9.225731    -5.1808934   -4.6604304   -0.5124283
   0.9474472    3.232827     3.6051633    2.3463461   -1.4285647
   3.0672016   -2.9937584   -2.2163053   -1.0132104   -0.29858518]",dkanada
"[-1.13755539e+02  1.63270584e+02 -5.04259415e+01  1.19769163e+01
  3.48798156e+00 -1.15013685e+01 -2.43361454e+01 -1.21552534e+01
 -2.36251354e+01  1.82091439e+00 -4.66111928e-01 -5.07357597e+00
  5.18554306e+00  7.83708215e-01 -6.66469431e+00  3.72063494e+00
 -5.28326464e+00  3.19355083e+00 -1.15903864e+01 -1.08795347e+01
 -1.57613623e+00 -4.27524424e+00 -8.26804924e+00  8.46517205e-01
  1.07831442e+00 -4.46380615e+00 -1.26703024e+01 -6.72594738e+00
 -5.13947296e+00 -2.19409966e+00 -2.19771123e+00  4.86417389e+00
  7.54489958e-01  1.67903626e+00 -2.31928229e+00  5.69736862e+00
 -3.00126147e+00 -9.96801794e-01 -6.99496875e-03 -2.04147649e+00]",dkanada
"[-101.08643    162.52632    -50.278904    10.592768     0.6304296
  -12.377839   -23.36214     -6.782342   -25.872454    -0.4385021
   -2.0701191  -10.013371     4.8769655    1.2110755   -5.0369134
    4.0481653   -6.5944586    0.8920877  -13.15359    -10.370985
   -2.7739768   -7.6256866  -10.223323     0.5407023    4.2747707
   -6.425174   -11.322895    -4.387083    -5.4816947   -2.7220213
   -1.8059578    4.9975777    1.9879272    3.7524228   -1.2366878
    3.1821938   -1.3669479   -1.8892753    1.8978058    1.1086133]",dkanada
"[-1.1523636e+02  1.5392802e+02 -5.7328339e+01 -2.7590365e+00
 -1.1930533e+01 -2.0110470e+01 -1.9895012e+01 -6.3520255e+00
 -2.9403105e+01 -3.6744094e+00  7.2910566e+00 -1.9847313e+00
  1.1593068e+01  3.9149070e+00 -1.1360905e+01  1.9199106e+00
 -1.1320366e+00  1.0921204e+01 -9.6406317e+00 -9.9619180e-01
  2.3609898e+00 -2.3211260e+00 -1.6995985e+01  5.8727562e-01
 -1.7254783e+00 -1.3304783e+01 -1.2721827e+01 -8.2029343e+00
 -6.0833688e+00 -1.0253229e+01 -5.3044825e+00 -2.2350280e+00
 -3.2209599e+00  8.8225432e-02 -7.7290292e+00  1.1259412e+00
 -5.2285008e+00  7.0352860e-02  2.0663526e+00 -4.4625759e+00]",dkanada
"[-9.8974106e+01  1.5964023e+02 -5.2081676e+01  1.0176328e+01
  2.1947448e+00 -1.4127902e+01 -2.3795769e+01 -3.6499455e+00
 -2.4965015e+01 -1.2859551e+00 -3.2240162e+00 -1.0250742e+01
  5.6103797e+00 -4.9158955e-01 -6.3812842e+00  1.2925121e-01
 -4.2004309e+00 -1.5081921e+00 -1.4387795e+01 -7.9689403e+00
 -1.3731167e+00 -2.1495728e+00 -1.0381247e+01  3.7032108e+00
 -9.4572604e-01 -1.0532556e+01 -1.0839228e+01 -7.3051300e+00
 -3.6153870e+00 -2.7425239e+00 -9.0835325e-02  4.4819527e+00
  1.7334390e+00  6.9350681e+00 -2.5844139e-01  5.4282460e+00
 -3.4220629e+00  4.9505049e-01 -8.3420503e-01 -5.2606261e-01]",dkanada
"[-9.8866463e+01  1.6102313e+02 -5.0654446e+01  9.3788519e+00
  1.3062555e+00 -1.2015931e+01 -2.6478186e+01 -7.3940511e+00
 -2.4694008e+01  9.8936164e-01 -1.9048308e-01 -7.9669657e+00
  2.2305648e+00  1.2486515e+00 -6.2339344e+00 -4.7824255e-01
 -6.1978040e+00  2.5070579e+00 -1.2864197e+01 -1.1664031e+01
 -1.0170491e+00 -4.9057684e+00 -8.0982399e+00 -1.1952595e+00
  1.7455522e+00 -5.9189091e+00 -1.0329643e+01 -5.9168463e+00
 -2.8563859e+00 -7.5594944e-01 -5.1942900e-02  4.1563621e+00
  1.2683201e+00  3.6957471e+00 -1.6669241e+00  5.8634090e+00
 -3.3574460e+00  8.8644898e-01 -1.9520070e-01 -7.9750830e-01]",dkanada
"[-118.66061     148.69167     -54.49313      -1.1226583    -8.006774
  -13.010301    -26.870047    -16.298668    -28.700155     -0.8968686
   -1.1272612    -8.243868      7.9366174     1.9637392    -4.914678
    1.7881355    -5.977755      1.189861     -7.1562924    -3.9867291
    2.7102551    -3.6242778   -11.68965      -1.0662309     3.2199585
   -9.2894335    -9.8384495    -5.992456     -0.6484794    -0.15982346
   -1.6968753    -1.119534     -0.73439336    2.5238137    -1.6059505
    5.0609107    -1.8826442     1.6465592     2.8748977     1.133941  ]",dkanada
"[-119.67404     150.40831     -53.17648       1.3200531    -3.4814186
  -10.874264    -24.063185    -11.107863    -30.93433       0.18434055
   -0.20741786   -3.6983616    12.9782915     0.9418897    -5.9950786
    5.2989187    -2.1310787     3.156663     -9.852233     -2.7246375
    4.0962906    -2.9769394   -16.80524       1.6189628    -0.8304
  -10.517202    -12.997389     -5.157334     -5.0530515    -5.3273015
   -6.7173734    -1.8789604     0.23481163    4.2070184    -4.0662594
    2.4177325    -4.479389      0.4021884    -0.16594963   -2.3910546 ]",dkanada
"[-106.50283     155.43376     -56.7417       14.307869      2.647443
  -20.213991    -25.720467     -5.575303    -29.212505     -4.0599413
   -1.1875474    -7.996358      7.812268     -2.2444901    -6.2148256
    4.8024       -3.7168717    -3.4526453   -14.965775     -9.710426
   -2.9842486    -4.231827    -13.392692      1.3224618     4.9798617
   -9.446227    -13.532752     -5.71525      -6.1855073    -2.8515992
   -1.4993694    -0.39740023    0.31409517    3.368613     -6.1644073
    2.3998332    -3.5218406    -1.1061937     0.91222453    0.3698469 ]",dkanada
"[-1.03230331e+02  1.45938202e+02 -5.73320503e+01 -1.28446174e+00
 -1.21993008e+01 -1.60238209e+01 -2.17023888e+01 -1.00292377e+01
 -3.06413288e+01 -2.99747515e+00  4.51954031e+00 -4.39371157e+00
  8.40187263e+00 -4.81040907e+00 -1.26541090e+01 -1.12297535e-01
 -1.55008852e+00  4.00425482e+00 -1.14670849e+01 -1.58655787e+00
  1.95880449e+00 -4.47157288e+00 -1.62891960e+01 -6.87989175e-01
 -1.80887187e+00 -1.09443521e+01 -1.29602461e+01 -8.20102501e+00
 -3.88860989e+00 -5.37963486e+00 -4.85507771e-02  9.97325420e-01
  3.00261021e+00  4.53266954e+00 -2.33914065e+00  5.50067759e+00
  1.56490242e+00  5.91592836e+00  5.95426178e+00  2.75324059e+00]",dkanada
"[-1.0239196e+02  1.4244977e+02 -5.7925491e+01 -3.7592957e+00
 -1.1572845e+01 -1.2583821e+01 -2.5219355e+01 -8.7228346e+00
 -3.0252872e+01 -3.1437414e+00  1.1277484e-01 -9.1050339e+00
  5.9928074e+00 -2.7953966e+00 -5.6761270e+00 -3.1490951e+00
  5.5722272e-01  9.4201750e-01 -1.1454181e+01 -2.6382127e+00
  4.1073413e+00 -1.3551507e+00 -8.6269398e+00  8.0532837e+00
  4.2459559e+00 -6.2501140e+00 -8.7048874e+00 -4.0034900e+00
  2.5391817e+00  2.1671574e+00  4.6208420e+00  3.5608006e+00
  3.8822153e+00  6.3594899e+00 -9.0297717e-01  4.2832999e+00
 -8.5324997e-01  9.8610884e-01  2.1302319e+00 -1.6714915e+00]",dkanada
"[-102.827286    152.12479     -57.223625      8.005788      2.67568
  -16.166616    -28.041498     -8.96198     -28.466564     -1.5042795
   -5.354959     -5.3959384    10.636062     -3.337959     -8.261141
    5.037579     -6.014034     -0.22515486  -10.147299     -8.294453
   -2.9195955    -2.9985921   -15.987817     -4.2141194     6.3671923
  -12.424502    -14.370933     -6.06861      -6.5688076    -3.2961895
   -2.048418     -3.160495      0.16304353    6.241266     -3.2781823
    6.173672     -1.4556075     1.5862232     4.307261      3.313279  ]",dkanada
"[-2.97424316e+02  6.00514336e+01 -8.18084526e+00  3.58333626e+01
 -1.03706017e+01  7.52932739e+00 -5.68453133e-01  4.66627717e-01
  1.12691069e+00  4.93564320e+00 -4.91068602e+00 -6.07218933e+00
 -1.39749289e+01  6.02893257e+00 -1.03835354e+01 -5.62546849e-01
 -2.71572137e+00  3.08045769e+00  4.67582130e+00  7.62972403e+00
 -9.79039609e-01 -1.84107268e+00 -1.16941679e+00  1.51344788e+00
  8.28617096e+00  1.18092575e+01  2.58608788e-01  1.03804216e+01
  4.64819956e+00  8.88406181e+00  5.63446093e+00  2.43648514e-01
 -4.07993317e+00  3.65960217e+00  1.17124987e+00  4.42199612e+00
 -1.05047584e+00  2.43666101e+00 -9.25507367e-01 -1.55090392e+00]",asavari
"[-1.75336639e+02  1.76964020e+02 -5.45521393e+01 -1.17832937e+01
 -2.55109749e+01 -1.26563168e+01 -2.12012577e+01 -1.64383793e+01
 -2.78193016e+01 -1.16312246e+01  6.45790625e+00 -1.87058678e+01
 -1.28060837e+01 -9.94981194e+00  4.61873102e+00 -4.56971931e+00
 -1.64872284e+01 -3.27142549e+00 -1.60117779e+01 -1.16433582e+01
 -8.99254036e+00 -1.28262615e+01 -7.67622852e+00  3.53042841e-01
  3.67481780e+00 -6.68189096e+00 -5.38725567e+00 -1.84490412e-01
 -3.81071901e+00 -2.61427712e+00  2.17515111e+00  2.97143221e+00
 -2.66071502e-02 -9.34522867e-01 -4.32975173e-01  1.32857049e+00
  9.05170664e-02 -2.76793420e-01  3.15653276e+00  5.16575050e+00]",asavari
"[-103.56774    164.81137    -73.25848      5.348707   -50.78551
   -0.5399541  -31.62202    -22.67127    -29.386446   -19.179546
   -4.4553747  -23.908875    -4.214353   -14.6061125    5.8024783
   -7.4017897  -18.386803    -6.807594   -18.844423   -16.150568
  -12.648205   -11.798931   -10.348451     1.1853218    5.6532993
   -5.1549277   -8.148946    -2.4797034   -1.7174655    1.5687811
    1.9312648   -1.1820525   -0.4968181   -3.3342953   -1.1228268
    1.282806    -6.8795524   -5.703013     4.5213013    6.8244185]",asavari
"[-94.940674  159.86398   -71.22007    13.266878  -44.566166   -3.6376898
 -37.915863  -20.156519  -29.743614  -21.177404   -9.749652  -21.95912
  -0.6837669 -13.795196    3.5626829  -9.439756  -17.865856   -9.572068
 -16.233068  -13.975558  -11.559287  -12.179955  -10.440979    2.3770828
   6.7014832  -2.0309384  -5.743927   -2.846368   -3.761148    2.2356017
   0.5213496  -2.0722125  -0.2542939  -4.769946   -1.2829238   0.9075019
  -8.285319   -8.294114    3.222452    7.117079 ]",asavari
"[-1.83146347e+02  1.61112747e+02 -4.67056351e+01 -3.25720119e+00
 -4.04500866e+00 -2.36391983e+01 -3.89801407e+01 -1.10115547e+01
 -2.54276028e+01 -1.51707535e+01  1.52717483e+00 -2.31432629e+01
 -1.29069118e+01 -5.97780657e+00  2.61058879e+00 -6.99329996e+00
 -1.30926085e+01 -3.76232767e+00 -1.37203979e+01 -9.56064701e+00
 -1.11119127e+01 -8.94869232e+00 -1.69673514e+00  3.80894136e+00
  9.32031727e+00 -3.36779690e+00 -3.79895139e+00  4.02357616e-02
 -2.46770430e+00 -1.91425645e+00  2.14396739e+00  4.98619747e+00
 -1.27386940e+00 -8.98803115e-01 -3.42962623e+00 -3.38027716e+00
  1.56549013e+00 -2.07540274e+00  1.41722226e+00  3.12808824e+00]",asavari
"[-1.02211449e+02  1.71231262e+02 -7.18031311e+01  1.96324635e+01
 -2.74382401e+01 -9.26925755e+00 -3.50946083e+01 -3.13145046e+01
 -2.88963490e+01 -1.50300550e+01 -7.74470043e+00 -2.93823090e+01
  1.50405252e+00 -1.26680393e+01 -4.24315882e+00 -7.33114481e+00
 -1.57060299e+01 -1.98971426e+00 -1.29318237e+01 -1.42507696e+01
 -1.75202332e+01 -9.01930618e+00 -1.24394121e+01 -6.61849737e+00
 -4.13954295e-02 -1.12146845e+01 -4.87925768e+00 -2.56964660e+00
 -3.24076223e+00 -2.18408179e+00  8.32523584e-01 -4.85197604e-01
  1.59154081e+00  3.04258275e+00  1.18617952e+00  1.48334932e+00
 -2.34549618e+00  3.04751539e+00  2.94935012e+00  2.35799527e+00]",asavari
"[-145.62242    146.19945    -65.29265    -16.985582   -49.606655
   -3.3108194  -23.618366   -13.394108   -27.35055     -9.614885
    3.5483375  -23.419872   -12.238413    -4.45725      4.282966
  -11.027798    -7.6903763   -4.989284   -15.480997    -6.1005225
   -9.2318325  -15.969522     0.4246281    4.3897986    2.1109161
    3.3764315   -6.312575    -1.6842659   -3.9081607   -3.398183
    3.7084827   -0.5779232   -4.2187595   -5.079839    -1.8770221
    0.6451347   -1.1427387   -2.8791502    0.8765403    3.686899 ]",asavari
"[-9.9786598e+01  1.7442737e+02 -7.7207809e+01  1.1981860e+01
 -3.6996243e+01 -5.2700334e+00 -3.4758442e+01 -2.6581491e+01
 -2.9306519e+01 -1.5478564e+01 -3.9479301e+00 -2.9342491e+01
 -1.6088802e+00 -1.5887181e+01 -4.0293789e+00 -7.0469103e+00
 -1.1101363e+01 -4.9250336e+00 -1.8417847e+01 -1.4326629e+01
 -1.5107968e+01 -6.8116794e+00 -1.1391598e+01 -1.2564932e+00
  1.2033923e+00 -1.0874064e+01 -8.1533031e+00 -7.5751920e+00
 -3.0814688e+00  5.2024323e-01  4.6063871e+00  9.8413549e-02
  3.4638581e+00  2.5257046e+00 -1.1417472e+00  8.4589833e-01
 -1.0307343e+00  4.1225562e+00  2.1769938e+00  2.8669751e+00]",asavari
"[-3.2554019e+02  7.0936150e+01 -7.9893541e+00  3.0528046e+01
 -6.5906506e+00  6.6280341e+00 -3.9997103e+00 -1.9705129e-01
 -5.3134698e-01  8.2790136e+00 -2.9321301e+00 -7.4188581e+00
 -5.4449682e+00  5.2939897e+00 -1.0295452e+01 -8.0764085e-01
 -8.4486234e-01  6.2765026e+00  1.0292414e+01  1.7103909e+01
  8.5971985e+00  9.2058744e+00  3.1983118e+00  2.9664972e+00
 -7.2532368e-01  5.2872052e+00 -2.0221972e+00  1.4039403e+00
 -1.3930373e+00 -4.8848987e+00  1.3305699e+00  3.2594247e+00
  2.0717988e+00  2.9101648e+00 -1.0625379e+00  5.7071676e+00
 -8.0134612e-01  4.2129927e+00  8.9434755e-01  6.1098323e+00]",asavari
"[-98.481224   172.0295     -74.363754     6.2996106  -51.601204
   0.24517383 -28.363037   -21.391943   -29.227736   -20.278536
  -1.6866283  -21.915236    -4.7378993  -16.35838      3.1667757
  -5.5702624  -18.744621    -8.089044   -20.252108   -16.71042
  -8.903335   -11.678306   -13.805714    -3.0301034    2.9649167
  -6.2574406   -8.154284    -2.0121925   -3.1698716    0.18142885
   0.3439191   -0.5128463    2.6016905   -2.1557586   -0.9297409
   1.0357785   -7.053311    -4.125761     4.109475     6.070682  ]",asavari
"[-9.87726059e+01  1.72612183e+02 -7.29185181e+01  1.22811480e+01
 -4.42702637e+01 -1.86476433e+00 -2.90279121e+01 -2.43190269e+01
 -2.96193733e+01 -2.32043228e+01 -3.30152059e+00 -2.06222420e+01
 -2.73762226e+00 -1.46930685e+01  2.43639517e+00 -7.51098347e+00
 -2.10244217e+01 -7.48655367e+00 -1.81997948e+01 -1.52260075e+01
 -1.01255589e+01 -1.20824528e+01 -1.71012173e+01 -5.09283924e+00
  1.58222127e+00 -7.74928284e+00 -6.96485043e+00 -2.91005993e+00
 -1.65895128e+00 -2.57932991e-01  1.19107626e-01 -4.59699184e-02
  3.97746205e+00 -8.98943484e-01 -9.95143533e-01  4.22521400e+00
 -5.43175888e+00 -2.21373749e+00  6.04769230e+00  7.79562330e+00]",asavari
"[-3.2297263e+02  6.9608459e+01 -2.2281733e+00  3.8449924e+01
 -2.6101818e+00  6.5513234e+00 -1.7012820e+00  4.2431015e-01
  1.7177970e+00  1.0493271e+01 -3.3934639e+00 -8.1317892e+00
 -6.0423241e+00  6.9412184e+00 -7.2750030e+00 -5.7259774e+00
 -1.3170936e+00 -2.0299779e-01 -4.7994547e+00  5.7809024e+00
 -5.0905523e+00  9.1821373e-01  6.4948940e-01  2.6090481e+00
  2.4279113e+00  1.2716954e+01  1.9382122e+00  9.9318743e+00
  6.0386152e+00  2.4585030e+00  8.7589283e+00  5.5382962e+00
  3.2668116e+00  5.2652440e+00 -9.7042781e-01  4.7529321e+00
 -8.2198948e-01  3.1451080e+00 -3.4301138e+00  1.6799502e+00]",asavari
"[-97.719284   173.51125    -76.90198     14.3198595  -36.167458
  -5.674654   -36.034927   -27.84997    -25.990797   -17.089437
  -3.3600364  -29.24368     -2.1778688  -15.302664    -4.1623588
  -4.315904   -11.863819    -2.0374672  -17.619036   -16.452974
 -15.789328    -7.7475686  -10.736926    -2.061929     3.1442387
 -10.663267    -7.674739    -6.785578    -4.677065    -1.3900129
   1.9382055   -0.18828167   1.8379148    1.3164015   -1.2424879
   0.2784416   -2.7178183    3.6779213    1.5905834    1.2778468 ]",asavari
"[-1.5563303e+02  1.6131580e+02 -4.5247524e+01 -1.5077167e+01
 -4.0404560e+01 -5.6023674e+00 -1.7731333e+01 -1.5488340e+01
 -2.6141598e+01 -8.9108849e+00  3.7638373e+00 -2.2965864e+01
 -1.3214631e+01 -8.9596910e+00  2.8830509e+00 -7.6957984e+00
 -1.1273082e+01 -4.2330394e+00 -2.0296780e+01 -7.1202564e+00
 -4.2566462e+00 -1.6690071e+01 -7.4715161e-01  3.2241251e+00
  8.5783446e-01  9.5137846e-01 -7.2515473e+00  8.5607564e-01
 -3.2529070e+00 -4.0007806e+00  2.5230784e+00 -6.7111589e-03
 -5.6888789e-01 -5.9339943e+00 -3.5648961e+00  3.7529406e-01
 -1.4163187e-01  8.8364750e-01  1.4083651e+00  2.2318323e+00]",asavari
"[-8.56320343e+01  1.75798355e+02 -7.75656738e+01  1.34827089e+01
 -3.00426083e+01 -3.11829042e+00 -2.97146130e+01 -3.33711967e+01
 -2.85872707e+01 -1.86243591e+01  7.59508163e-02 -2.34977245e+01
  3.22724056e+00 -1.03970804e+01 -1.16554203e+01 -8.17943954e+00
 -1.32717581e+01  6.45264816e+00 -6.57648468e+00 -1.17644892e+01
 -1.22714005e+01 -1.07992182e+01 -1.67451115e+01 -1.20574265e+01
 -1.42048633e+00 -1.03155365e+01 -4.72214985e+00 -1.52360111e-01
 -2.09814286e+00 -4.41661835e+00 -4.94613743e+00 -7.29608154e+00
 -1.66961265e+00  5.62215388e-01 -3.23973465e+00 -3.62884812e-03
 -7.79263020e+00  6.64580643e-01  1.83021271e+00 -4.24778318e+00]",asavari
"[-103.38471     172.47215     -72.170006     10.903165    -38.621
   -5.270091    -32.23495     -29.00754     -27.314806    -15.322609
   -4.3758936   -28.910841     -4.38697     -13.346421     -2.417893
   -6.106698    -13.397418     -4.105465    -16.87811     -17.478497
  -15.566004     -8.401481     -7.961496      0.8402576     1.5947087
   -9.573752     -9.884291     -6.982784     -4.111714     -0.85325664
    5.895769      0.49240357    0.7185788     1.4057161    -0.7466891
    0.21108438   -3.777332      1.6173654     0.96030545    1.7517374 ]",asavari
"[-9.2728973e+01  1.6499915e+02 -7.1277641e+01  9.0684986e+00
 -4.9337826e+01 -3.2828469e+00 -2.6213434e+01 -2.6889891e+01
 -3.0379341e+01 -2.7255369e+01 -1.7852638e+00 -1.2212881e+01
  5.3373547e+00 -1.1791810e+01  6.5025693e-01 -5.5402045e+00
 -2.0310534e+01 -4.5499563e+00 -1.4655649e+01 -1.5021718e+01
 -9.3554811e+00 -1.1693017e+01 -2.0558825e+01 -7.5832543e+00
  4.0301567e-01 -7.7013435e+00 -4.7247324e+00 -2.2831585e+00
 -1.8216938e+00 -6.9202185e+00 -6.5715418e+00 -3.6474667e-02
  8.2592039e+00  1.5608046e+00 -2.2999101e+00  3.7332120e+00
 -8.2974558e+00 -2.2375200e+00  5.0592389e+00  5.4828582e+00]",asavari
"[-9.9014969e+01  1.5527000e+02 -7.4498283e+01  4.6422276e+00
 -5.2181755e+01 -1.6577910e+00 -3.0312527e+01 -2.7875673e+01
 -3.1972805e+01 -2.2765581e+01 -4.0927258e+00 -1.6983168e+01
  1.0602928e+00 -1.1147615e+01  4.9105349e+00 -7.2969046e+00
 -2.0041464e+01 -8.0499697e+00 -1.7718534e+01 -1.3860380e+01
 -9.3647108e+00 -1.2170144e+01 -1.6708511e+01 -5.2516217e+00
  2.7337093e+00 -6.6779594e+00 -6.2332773e+00  6.2364228e-02
  9.1917330e-01 -2.7689852e-02 -1.1519412e+00  4.8830298e-01
  5.0544710e+00 -2.1285338e-02 -2.1483590e-01  4.2609749e+00
 -5.4739399e+00 -3.5187075e+00  2.3469398e+00  5.0180898e+00]",asavari
"[-102.31008    177.09238    -75.49811     15.091274   -36.11687
   -5.4619865  -34.685978   -27.678514   -27.16612    -17.423382
   -3.5925815  -28.155384    -3.5644248  -15.951781    -2.7902272
   -7.0592656  -14.69899     -3.955801   -16.602648   -16.409899
  -17.154903    -6.6421204  -11.85661     -2.7269602    2.218847
  -10.663712    -7.41689     -7.3295093   -4.2584457   -1.4769332
    5.398184     2.1525142    2.3443964    2.14808     -1.1577975
    2.0474102   -1.9944046    3.723349     2.7674189    2.8542604]",asavari
"[-170.62877     169.37851     -57.267838    -11.549993    -32.371025
   -8.710736    -27.481262    -16.613111    -21.013348    -15.383639
    7.0513124   -19.21932     -12.214694     -8.176789      4.107575
   -2.077644    -15.65971      -3.5827656   -16.256659    -11.524541
   -9.045754    -12.203085     -7.9594254    -0.57609385    5.7991424
   -5.3684654    -6.5125575    -0.7984401    -2.7804766    -3.220258
    2.3890302     4.344411     -0.5612525     0.7344223     0.63153654
    0.4859774     0.43887684   -1.212815      3.885995      6.803086  ]",asavari
"[-100.39929     162.44856     -74.37006      11.254009    -36.750885
   -6.2812076   -38.592236    -28.737488    -26.196829    -18.496162
   -7.739698    -30.734045     -5.5780473   -11.415272     -1.2609296
   -7.3762717   -10.885969     -3.4359963   -16.599224    -14.577612
  -15.674535     -7.1204963    -4.5220003     1.559568      4.4619117
   -5.8714633    -6.495719     -3.7140038    -4.2456636    -1.2368095
    5.6305737     0.60150254   -1.2731581    -0.6082162    -1.1195512
   -0.9519784    -3.075771     -1.2137262    -2.4680324     1.1642455 ]",asavari
"[-9.41901321e+01  1.69997147e+02 -7.23179016e+01  1.49156866e+01
 -3.37311363e+01 -2.98353696e+00 -2.86350060e+01 -3.04800339e+01
 -3.06534672e+01 -1.94354134e+01 -5.53077650e+00 -2.46905632e+01
  3.07531095e+00 -1.06539211e+01 -1.01815901e+01 -1.42575903e+01
 -1.14188385e+01  3.98528337e-01 -1.51577387e+01 -1.40321808e+01
 -1.68874817e+01 -1.24981756e+01 -1.55287685e+01 -7.27546310e+00
 -2.14463043e+00 -1.02303801e+01 -4.02332067e+00 -3.30754638e+00
 -6.36079407e+00 -3.63022280e+00  2.94987178e+00  1.59806228e+00
  9.75001907e+00  4.48154879e+00 -3.39684653e+00 -1.55476511e+00
 -4.51228428e+00  7.08322525e+00  1.64440942e+00  1.02390863e-01]",asavari
"[-95.55063   169.0679    -76.2802     19.898138  -37.704716   -5.157657
 -32.48384   -24.745804  -30.064102  -23.608673   -4.5619116 -19.52915
   1.7606144 -12.428078    1.3601501  -6.3874874 -18.582533   -6.753653
 -14.911292  -13.597576  -11.430705  -10.496277  -16.08872    -3.59893
   1.3087016 -10.492537   -6.4185705  -3.5745232  -3.282038   -2.4556165
  -3.2344055  -2.129367    3.7242713   0.7545399  -2.0615842   2.6620963
  -5.4536486  -3.3428109   6.400123    9.555338 ]",asavari
"[-9.4229324e+01  1.6267456e+02 -7.4494843e+01  5.6142554e+00
 -4.9991558e+01 -2.2712286e+00 -2.6231926e+01 -2.9489134e+01
 -3.1978817e+01 -2.3715324e+01 -1.2238364e+00 -1.3630209e+01
  4.5803461e+00 -1.0687049e+01  1.1295640e+00 -6.2908025e+00
 -1.8655119e+01 -5.8601441e+00 -1.4534550e+01 -1.2759245e+01
 -8.8047276e+00 -1.1827077e+01 -2.0912966e+01 -7.6424389e+00
 -9.5541447e-01 -9.2298746e+00 -4.3571200e+00 -9.4044775e-01
 -1.6782988e+00 -5.1190362e+00 -4.0302634e+00 -9.3706566e-01
  4.1466122e+00  5.1681137e-01 -1.4338942e-01  4.5669131e+00
 -5.3818040e+00 -2.0806763e+00  3.2796514e+00  4.9676256e+00]",asavari
"[-9.31641922e+01  1.66108215e+02 -7.86168060e+01  1.35297995e+01
 -3.99018440e+01  3.01167190e-01 -3.33668747e+01 -2.88243523e+01
 -3.29576721e+01 -1.83748302e+01 -3.96985459e+00 -2.93219662e+01
  1.47756517e+00 -1.08758659e+01 -6.66961336e+00 -1.27195530e+01
 -8.67369843e+00  9.35537338e-01 -1.70452175e+01 -1.25307808e+01
 -1.61892796e+01 -1.23503513e+01 -1.37065535e+01 -5.76883221e+00
  9.23663259e-01 -1.01717548e+01 -4.35156727e+00 -6.19189501e-01
 -3.64739728e+00 -4.30397689e-01  2.14005256e+00 -4.02187347e-01
  2.56644297e+00  1.22754656e-01 -2.14323831e+00 -4.51811463e-01
 -3.40225482e+00  3.50996447e+00  1.57023609e-01 -1.60292649e+00]",asavari
"[-1.02372055e+02  1.65657562e+02 -7.51142273e+01  1.50842199e+01
 -3.53394737e+01 -5.17030287e+00 -4.23413124e+01 -2.77984638e+01
 -2.72640018e+01 -1.79215755e+01 -5.99723053e+00 -3.17720051e+01
 -3.96766806e+00 -1.22854824e+01 -5.48790038e-01 -8.15656281e+00
 -1.18358488e+01 -3.33462667e+00 -1.79442978e+01 -1.41367435e+01
 -1.58710394e+01 -6.51847649e+00 -4.86208153e+00  1.19176650e+00
  3.35819244e+00 -8.45588684e+00 -7.28105497e+00 -4.12220192e+00
 -2.59176397e+00  6.35189787e-02  5.99013758e+00  9.45938766e-01
 -4.06327307e-01  8.62431586e-01 -1.77542818e+00 -1.02858722e+00
 -2.39118075e+00  4.19459850e-01 -6.94382668e-01  9.25446928e-01]",asavari
"[-125.34442     177.02081     -66.23018       0.96094203  -31.21572
   -9.47346     -21.066826    -12.842404    -27.225729    -25.105669
    9.386157    -18.310339     -4.456411     -8.243769     -7.3610606
   -1.6767448   -14.999908     -1.1926235    -8.840574    -13.211463
  -11.041534    -16.580189    -15.967136     -7.940502     -0.4816893
   -8.081739     -7.3910294     3.279403     -5.2306595   -11.975304
   -4.809448     -5.253809     -1.0930094    -5.3150487    -6.313283
    3.0094101    -1.7277721     2.3966355     2.2429354     2.9304862 ]",asavari
